date,death,cvd,resp
1992-11-21,105,41,8
1992-11-22,113,54,8
1992-11-23,126,56,13
1992-11-24,107,49,6
1992-11-25,129,64,8
1992-11-26,99,46,8
1992-11-27,114,46,10
1992-11-28,108,42,12
1992-11-29,100,46,7
1992-11-30,125,52,11
1992-12-01,113,48,14
1992-12-02,112,49,5
1992-12-03,108,45,15
1992-12-04,121,50,9
1992-12-05,115,52,8
1992-12-06,147,73,3
1992-12-07,121,61,9
1992-12-08,127,51,13
1992-12-09,104,46,6
1992-12-10,122,57,6
1992-12-11,135,63,8
1992-12-12,139,65,9
1992-12-13,122,57,12
1992-12-14,127,53,11
1992-12-15,140,62,8
1992-12-16,126,49,8
1992-12-17,124,48,11
1992-12-18,120,53,4
1992-12-19,135,65,13
1992-12-20,125,52,16
1992-12-21,105,46,6
1992-12-22,131,53,10
1992-12-23,102,50,4
1992-12-24,100,55,3
1992-12-25,102,46,8
1992-12-26,104,48,9
1992-12-27,147,68,8
1992-12-28,117,58,11
1992-12-29,131,64,14
1992-12-30,106,45,8
1992-12-31,107,53,9
1993-01-01,118,60,6
1993-01-02,119,54,15
1993-01-03,125,53,10
1993-01-04,125,60,9
1993-01-05,133,59,6
1993-01-06,100,40,10
1993-01-07,118,44,9
1993-01-08,133,53,5
1993-01-09,130,52,10
1993-01-10,145,60,14
1993-01-11,141,63,13
1993-01-12,128,59,11
1993-01-13,105,56,6
1993-01-14,120,47,13
1993-01-15,128,59,12
1993-01-16,124,43,4
1993-01-17,112,53,6
1993-01-18,133,58,12
1993-01-19,127,51,14
1993-01-20,100,40,10
1993-01-21,115,49,12
1993-01-22,113,49,12
1993-01-23,111,52,12
1993-01-24,121,58,6
1993-01-25,118,45,11
1993-01-26,114,45,13
1993-01-27,124,56,7
1993-01-28,113,47,6
1993-01-29,115,49,6
1993-01-30,100,42,9
1993-01-31,111,43,7
1993-02-01,119,59,7
1993-02-02,117,51,6
1993-02-03,118,63,9
1993-02-04,98,42,5
1993-02-05,119,45,16
1993-02-06,114,53,12
1993-02-07,118,47,11
1993-02-08,124,53,13
1993-02-09,122,60,8
1993-02-10,111,51,6
1993-02-11,113,46,8
1993-02-12,117,56,9
1993-02-13,136,63,15
1993-02-14,124,49,11
1993-02-15,120,53,9
1993-02-16,127,59,13
1993-02-17,144,68,8
1993-02-18,111,56,8
1993-02-19,112,60,6
1993-02-20,147,68,13
1993-02-21,142,52,21
1993-02-22,117,47,7
1993-02-23,127,58,10
1993-02-24,119,62,7
1993-02-25,117,51,7
1993-02-26,129,70,11
1993-02-27,129,48,12
1993-02-28,131,58,8
1993-03-01,132,74,9
1993-03-02,143,57,12
1993-03-03,130,68,12
1993-03-04,140,57,17
1993-03-05,112,50,10
1993-03-06,128,47,6
1993-03-07,115,45,21
1993-03-08,116,47,10
1993-03-09,137,65,7
1993-03-10,154,68,13
1993-03-11,138,65,14
1993-03-12,140,61,14
1993-03-13,140,71,13
1993-03-14,146,63,17
1993-03-15,144,71,14
1993-03-16,154,67,9
1993-03-17,145,60,12
1993-03-18,146,66,15
1993-03-19,133,52,13
1993-03-20,137,54,14
1993-03-21,130,61,13
1993-03-22,135,50,18
1993-03-23,134,67,18
1993-03-24,149,60,11
1993-03-25,167,78,14
1993-03-26,152,73,17
1993-03-27,129,53,11
1993-03-28,129,57,19
1993-03-29,155,73,11
1993-03-30,145,64,21
1993-03-31,143,53,16
1993-04-01,137,65,8
1993-04-02,140,68,13
1993-04-03,137,60,15
1993-04-04,120,58,11
1993-04-05,152,74,23
1993-04-06,143,69,14
1993-04-07,126,55,11
1993-04-08,135,57,9
1993-04-09,136,53,17
1993-04-10,113,56,8
1993-04-11,124,50,18
1993-04-12,136,62,16
1993-04-13,125,45,20
1993-04-14,114,54,10
1993-04-15,115,51,13
1993-04-16,131,47,17
1993-04-17,114,46,15
1993-04-18,137,59,9
1993-04-19,127,50,14
1993-04-20,111,46,13
1993-04-21,99,42,8
1993-04-22,136,53,15
1993-04-23,137,68,12
1993-04-24,128,51,14
1993-04-25,106,41,13
1993-04-26,133,51,19
1993-04-27,104,53,7
1993-04-28,131,54,12
1993-04-29,95,42,5
1993-04-30,136,50,14
1993-05-01,128,62,7
1993-05-02,125,55,12
1993-05-03,101,45,6
1993-05-04,123,50,14
1993-05-05,100,48,8
1993-05-06,101,44,10
1993-05-07,119,53,9
1993-05-08,99,41,8
1993-05-09,120,48,12
1993-05-10,126,53,14
1993-05-11,113,50,9
1993-05-12,130,56,9
1993-05-13,125,55,10
1993-05-14,112,44,8
1993-05-15,102,42,5
1993-05-16,89,44,7
1993-05-17,118,59,8
1993-05-18,106,41,5
1993-05-19,135,50,8
1993-05-20,119,55,6
1993-05-21,124,56,15
1993-05-22,102,44,8
1993-05-23,111,57,10
1993-05-24,117,52,8
1993-05-25,113,56,9
1993-05-26,105,42,9
1993-05-27,125,56,5
1993-05-28,104,41,5
1993-05-29,100,41,7
1993-05-30,117,64,5
1993-05-31,124,62,5
1993-06-01,110,46,11
1993-06-02,102,47,9
1993-06-03,120,47,10
1993-06-04,129,61,4
1993-06-05,117,42,12
1993-06-06,129,65,8
1993-06-07,116,54,8
1993-06-08,115,55,5
1993-06-09,110,51,6
1993-06-10,119,57,10
1993-06-11,117,48,12
1993-06-12,107,51,11
1993-06-13,131,57,7
1993-06-14,125,58,9
1993-06-15,100,43,13
1993-06-16,108,42,5
1993-06-17,116,51,12
1993-06-18,108,43,10
1993-06-19,111,45,9
1993-06-20,111,46,8
1993-06-21,110,49,5
1993-06-22,116,55,8
1993-06-23,119,64,7
1993-06-24,121,45,6
1993-06-25,110,47,6
1993-06-26,106,40,9
1993-06-27,98,39,8
1993-06-28,114,47,8
1993-06-29,101,46,4
1993-06-30,79,35,5
1993-07-01,99,42,10
1993-07-02,127,53,9
1993-07-03,111,53,7
1993-07-04,121,55,5
1993-07-05,125,51,12
1993-07-06,117,55,4
1993-07-07,107,48,7
1993-07-08,119,49,11
1993-07-09,113,55,7
1993-07-10,107,49,7
1993-07-11,86,38,7
1993-07-12,103,46,9
1993-07-13,124,51,6
1993-07-14,100,46,5
1993-07-15,103,41,10
1993-07-16,114,50,14
1993-07-17,108,43,12
1993-07-18,119,54,9
1993-07-19,103,39,12
1993-07-20,120,43,10
1993-07-21,93,44,2
1993-07-22,110,45,7
1993-07-23,132,56,3
1993-07-24,129,48,8
1993-07-25,128,46,16
1993-07-26,104,36,6
1993-07-27,110,44,6
1993-07-28,112,39,5
1993-07-29,106,50,10
1993-07-30,122,50,10
1993-07-31,104,42,7
1993-08-01,123,43,13
1993-08-02,121,56,6
1993-08-03,104,42,11
1993-08-04,90,42,6
1993-08-05,94,33,15
1993-08-06,103,43,9
1993-08-07,107,47,6
1993-08-08,121,42,6
1993-08-09,109,49,8
1993-08-10,119,45,11
1993-08-11,99,41,5
1993-08-12,109,48,4
1993-08-13,102,48,4
1993-08-14,112,47,3
1993-08-15,136,61,5
1993-08-16,128,50,9
1993-08-17,113,53,6
1993-08-18,112,52,5
1993-08-19,107,44,2
1993-08-20,107,50,8
1993-08-21,105,44,9
1993-08-22,99,41,10
1993-08-23,117,52,7
1993-08-24,132,55,18
1993-08-25,106,47,5
1993-08-26,117,42,11
1993-08-27,126,56,12
1993-08-28,118,52,5
1993-08-29,99,34,13
1993-08-30,112,46,9
1993-08-31,120,57,9
1993-09-01,88,26,4
1993-09-02,109,45,5
1993-09-03,91,39,8
1993-09-04,114,56,10
1993-09-05,92,34,11
1993-09-06,110,50,6
1993-09-07,125,60,13
1993-09-08,108,46,9
1993-09-09,101,45,8
1993-09-10,100,44,4
1993-09-11,128,58,19
1993-09-12,109,41,8
1993-09-13,117,55,6
1993-09-14,103,40,7
1993-09-15,110,44,7
1993-09-16,102,44,11
1993-09-17,133,52,15
1993-09-18,124,56,5
1993-09-19,116,45,6
1993-09-20,111,63,7
1993-09-21,120,49,10
1993-09-22,113,56,8
1993-09-23,99,43,7
1993-09-24,129,57,9
1993-09-25,105,48,4
1993-09-26,117,43,12
1993-09-27,110,49,8
1993-09-28,112,60,5
1993-09-29,122,54,13
1993-09-30,119,54,8
1993-10-01,116,42,14
1993-10-02,141,61,9
1993-10-03,132,58,15
1993-10-04,118,44,11
1993-10-05,125,51,10
1993-10-06,128,59,9
1993-10-07,142,56,17
1993-10-08,107,50,13
1993-10-09,116,53,8
1993-10-10,112,59,8
1993-10-11,112,50,8
1993-10-12,116,47,10
1993-10-13,129,61,12
1993-10-14,133,51,14
1993-10-15,127,59,11
1993-10-16,113,48,9
1993-10-17,121,54,10
1993-10-18,108,46,9
1993-10-19,119,53,9
1993-10-20,105,50,12
1993-10-21,128,56,6
1993-10-22,105,44,6
1993-10-23,125,51,13
1993-10-24,104,47,6
1993-10-25,120,59,8
1993-10-26,132,55,12
1993-10-27,107,41,10
1993-10-28,121,46,7
1993-10-29,120,53,11
1993-10-30,111,54,7
1993-10-31,133,54,10
1993-11-01,119,44,9
1993-11-02,135,64,8
1993-11-03,108,42,11
1993-11-04,107,36,7
1993-11-05,120,52,3
1993-11-06,128,49,5
1993-11-07,104,43,11
1993-11-08,115,57,7
1993-11-09,112,35,11
1993-11-10,102,49,6
1993-11-11,120,56,10
1993-11-12,116,42,6
1993-11-13,128,55,15
1993-11-14,118,56,7
1993-11-15,104,37,13
1993-11-16,102,34,8
1993-11-17,119,53,13
1993-11-18,119,48,11
1993-11-19,113,50,5
1993-11-20,109,42,13
1993-11-21,111,51,6
1993-11-22,111,47,10
1993-11-23,121,49,6
1993-11-24,126,68,7
1993-11-25,107,50,12
1993-11-26,121,45,13
1993-11-27,129,55,10
1993-11-28,103,40,9
1993-11-29,115,52,16
1993-11-30,107,49,8
1993-12-01,143,59,10
1993-12-02,109,44,8
1993-12-03,122,48,10
1993-12-04,143,49,19
1993-12-05,137,57,11
1993-12-06,122,47,12
1993-12-07,134,57,14
1993-12-08,123,52,8
1993-12-09,132,53,12
1993-12-10,108,42,7
1993-12-11,124,60,6
1993-12-12,121,54,10
1993-12-13,131,51,19
1993-12-14,114,49,7
1993-12-15,120,51,9
1993-12-16,112,47,7
1993-12-17,106,38,8
1993-12-18,133,64,11
1993-12-19,119,49,9
1993-12-20,130,58,13
1993-12-21,104,52,4
1993-12-22,136,60,8
1993-12-23,103,46,13
1993-12-24,118,50,8
1993-12-25,139,52,7
1993-12-26,123,58,7
1993-12-27,150,73,14
1993-12-28,125,49,11
1993-12-29,139,70,9
1993-12-30,148,60,11
1993-12-31,101,49,2
1994-01-01,142,65,10
1994-01-02,136,72,14
1994-01-03,124,60,12
1994-01-04,136,63,15
1994-01-05,146,61,18
1994-01-06,139,60,14
1994-01-07,125,47,15
1994-01-08,168,91,14
1994-01-09,128,49,12
1994-01-10,139,64,7
1994-01-11,138,64,11
1994-01-12,125,59,9
1994-01-13,114,52,7
1994-01-14,137,50,14
1994-01-15,135,62,15
1994-01-16,153,69,14
1994-01-17,143,61,19
1994-01-18,140,65,7
1994-01-19,144,65,15
1994-01-20,121,52,14
1994-01-21,154,72,8
1994-01-22,145,55,15
1994-01-23,129,50,18
1994-01-24,133,53,16
1994-01-25,134,58,10
1994-01-26,117,52,12
1994-01-27,131,55,8
1994-01-28,145,61,10
1994-01-29,134,48,18
1994-01-30,110,43,7
1994-01-31,117,59,8
1994-02-01,113,45,14
1994-02-02,125,55,8
1994-02-03,115,49,6
1994-02-04,133,59,15
1994-02-05,135,59,9
1994-02-06,138,72,15
1994-02-07,125,56,9
1994-02-08,146,81,10
1994-02-09,150,66,11
1994-02-10,128,54,11
1994-02-11,162,70,13
1994-02-12,117,52,10
1994-02-13,154,69,11
1994-02-14,106,45,4
1994-02-15,141,71,11
1994-02-16,126,50,11
1994-02-17,109,47,12
1994-02-18,131,48,19
1994-02-19,142,56,11
1994-02-20,119,43,15
1994-02-21,132,60,13
1994-02-22,101,45,14
1994-02-23,143,74,10
1994-02-24,111,50,9
1994-02-25,123,58,9
1994-02-26,110,48,9
1994-02-27,130,58,6
1994-02-28,111,56,9
1994-03-01,142,66,11
1994-03-02,102,46,6
1994-03-03,127,46,15
1994-03-04,124,48,15
1994-03-05,128,61,5
1994-03-06,121,52,12
1994-03-07,129,63,10
1994-03-08,103,29,7
1994-03-09,130,51,13
1994-03-10,107,49,12
1994-03-11,121,52,12
1994-03-12,119,48,5
1994-03-13,119,60,11
1994-03-14,107,42,11
1994-03-15,102,47,5
1994-03-16,111,44,7
1994-03-17,104,47,6
1994-03-18,139,67,16
1994-03-19,106,46,12
1994-03-20,111,47,8
1994-03-21,116,55,10
1994-03-22,113,48,10
1994-03-23,115,39,12
1994-03-24,125,62,4
1994-03-25,118,49,10
1994-03-26,91,44,10
1994-03-27,99,42,7
1994-03-28,138,65,8
1994-03-29,121,52,10
1994-03-30,104,49,11
1994-03-31,116,52,11
1994-04-01,116,54,8
1994-04-02,120,54,7
1994-04-03,111,56,8
1994-04-04,115,48,6
1994-04-05,128,49,10
1994-04-06,119,49,13
1994-04-07,109,46,7
1994-04-08,135,58,9
1994-04-09,136,56,11
1994-04-10,98,40,9
1994-04-11,114,50,13
1994-04-12,129,58,12
1994-04-13,125,51,10
1994-04-14,124,53,10
1994-04-15,127,53,11
1994-04-16,129,66,6
1994-04-17,107,46,12
1994-04-18,140,62,12
1994-04-19,117,54,8
1994-04-20,108,52,10
1994-04-21,140,69,11
1994-04-22,100,37,9
1994-04-23,127,67,10
1994-04-24,128,64,12
1994-04-25,124,67,7
1994-04-26,118,55,16
1994-04-27,100,45,10
1994-04-28,100,46,11
1994-04-29,109,56,10
1994-04-30,100,47,7
1994-05-01,92,32,4
1994-05-02,133,67,7
1994-05-03,117,59,5
1994-05-04,115,51,5
1994-05-05,123,48,13
1994-05-06,90,41,6
1994-05-07,122,53,9
1994-05-08,134,62,14
1994-05-09,122,56,8
1994-05-10,112,46,11
1994-05-11,114,51,9
1994-05-12,114,59,6
1994-05-13,117,46,7
1994-05-14,126,46,8
1994-05-15,106,42,9
1994-05-16,115,57,4
1994-05-17,102,46,9
1994-05-18,107,44,5
1994-05-19,115,51,12
1994-05-20,109,43,10
1994-05-21,107,43,13
1994-05-22,104,45,5
1994-05-23,104,47,6
1994-05-24,124,58,10
1994-05-25,120,45,12
1994-05-26,124,49,9
1994-05-27,108,43,11
1994-05-28,123,54,6
1994-05-29,98,42,4
1994-05-30,109,51,6
1994-05-31,122,45,15
1994-06-01,118,54,11
1994-06-02,105,58,5
1994-06-03,107,45,4
1994-06-04,111,50,7
1994-06-05,113,48,9
1994-06-06,117,51,14
1994-06-07,114,59,8
1994-06-08,111,45,7
1994-06-09,119,51,13
1994-06-10,117,51,14
1994-06-11,120,52,8
1994-06-12,98,38,5
1994-06-13,134,52,8
1994-06-14,110,43,7
1994-06-15,107,44,14
1994-06-16,117,46,8
1994-06-17,122,64,5
1994-06-18,125,50,12
1994-06-19,141,78,8
1994-06-20,124,59,9
1994-06-21,114,43,11
1994-06-22,107,53,5
1994-06-23,116,41,4
1994-06-24,112,37,13
1994-06-25,117,40,9
1994-06-26,92,36,8
1994-06-27,103,46,7
1994-06-28,119,41,9
1994-06-29,122,61,7
1994-06-30,111,58,3
1994-07-01,107,44,8
1994-07-02,103,47,8
1994-07-03,90,39,5
1994-07-04,115,48,13
1994-07-05,129,61,11
1994-07-06,109,38,9
1994-07-07,117,54,10
1994-07-08,106,46,4
1994-07-09,113,42,7
1994-07-10,87,38,7
1994-07-11,115,43,5
1994-07-12,103,57,5
1994-07-13,109,51,8
1994-07-14,110,48,7
1994-07-15,119,46,10
1994-07-16,93,42,4
1994-07-17,87,33,8
1994-07-18,98,48,9
1994-07-19,93,43,6
1994-07-20,109,58,8
1994-07-21,116,49,7
1994-07-22,97,42,3
1994-07-23,115,49,6
1994-07-24,101,43,5
1994-07-25,100,50,6
1994-07-26,91,43,2
1994-07-27,108,43,8
1994-07-28,107,45,7
1994-07-29,113,41,9
1994-07-30,119,45,5
1994-07-31,95,47,4
1994-08-01,128,69,7
1994-08-02,82,31,10
1994-08-03,109,39,9
1994-08-04,102,46,5
1994-08-05,105,44,9
1994-08-06,85,37,7
1994-08-07,100,49,10
1994-08-08,103,45,6
1994-08-09,122,52,12
1994-08-10,117,41,9
1994-08-11,135,61,8
1994-08-12,110,37,7
1994-08-13,121,54,13
1994-08-14,117,42,6
1994-08-15,107,50,6
1994-08-16,124,54,7
1994-08-17,115,60,6
1994-08-18,117,49,9
1994-08-19,139,55,7
1994-08-20,116,48,8
1994-08-21,102,38,9
1994-08-22,115,55,5
1994-08-23,125,52,11
1994-08-24,119,47,11
1994-08-25,116,47,4
1994-08-26,102,44,5
1994-08-27,93,34,10
1994-08-28,100,37,8
1994-08-29,93,34,9
1994-08-30,108,40,8
1994-08-31,99,43,7
1994-09-01,104,46,5
1994-09-02,119,44,8
1994-09-03,99,42,6
1994-09-04,104,32,10
1994-09-05,101,48,7
1994-09-06,105,38,11
1994-09-07,109,49,9
1994-09-08,99,42,13
1994-09-09,130,45,10
1994-09-10,99,41,4
1994-09-11,130,55,8
1994-09-12,117,49,9
1994-09-13,112,45,5
1994-09-14,106,47,7
1994-09-15,133,57,3
1994-09-16,106,45,13
1994-09-17,100,40,3
1994-09-18,108,45,9
1994-09-19,111,48,4
1994-09-20,109,51,5
1994-09-21,98,41,9
1994-09-22,111,51,8
1994-09-23,109,46,10
1994-09-24,108,42,9
1994-09-25,101,45,6
1994-09-26,110,53,16
1994-09-27,113,45,10
1994-09-28,131,52,6
1994-09-29,101,49,7
1994-09-30,134,65,11
1994-10-01,124,51,8
1994-10-02,118,50,9
1994-10-03,107,48,10
1994-10-04,136,61,11
1994-10-05,127,53,10
1994-10-06,134,57,14
1994-10-07,118,66,4
1994-10-08,118,60,6
1994-10-09,96,34,9
1994-10-10,120,61,6
1994-10-11,121,49,7
1994-10-12,113,46,8
1994-10-13,125,52,15
1994-10-14,137,61,12
1994-10-15,116,50,6
1994-10-16,92,39,4
1994-10-17,127,61,15
1994-10-18,116,53,5
1994-10-19,117,53,8
1994-10-20,122,46,7
1994-10-21,123,63,9
1994-10-22,109,49,6
1994-10-23,94,45,7
1994-10-24,100,55,6
1994-10-25,118,56,11
1994-10-26,102,44,5
1994-10-27,117,51,10
1994-10-28,115,45,10
1994-10-29,113,46,7
1994-10-30,138,53,15
1994-10-31,118,58,7
1994-11-01,124,45,8
1994-11-02,117,51,8
1994-11-03,107,51,7
1994-11-04,136,62,12
1994-11-05,142,62,10
1994-11-06,120,49,10
1994-11-07,93,49,6
1994-11-08,102,46,9
1994-11-09,99,38,7
1994-11-10,110,45,10
1994-11-11,117,47,5
1994-11-12,128,36,21
1994-11-13,117,44,11
1994-11-14,108,51,7
1994-11-15,108,47,8
1994-11-16,114,49,7
1994-11-17,128,48,5
1994-11-18,124,53,6
1994-11-19,125,45,10
1994-11-20,120,51,5
1994-11-21,119,55,8
1994-11-22,125,50,11
1994-11-23,135,55,9
1994-11-24,113,53,8
1994-11-25,124,54,6
1994-11-26,107,54,7
1994-11-27,116,46,9
1994-11-28,107,51,7
1994-11-29,124,59,12
1994-11-30,102,41,5
1994-12-01,132,61,6
1994-12-02,125,39,13
1994-12-03,109,55,6
1994-12-04,114,44,7
1994-12-05,122,45,12
1994-12-06,104,48,3
1994-12-07,123,53,7
1994-12-08,127,62,11
1994-12-09,124,45,9
1994-12-10,120,43,8
1994-12-11,119,49,6
1994-12-12,131,63,6
1994-12-13,141,60,14
1994-12-14,126,63,13
1994-12-15,109,44,10
1994-12-16,130,54,14
1994-12-17,127,59,16
1994-12-18,120,54,11
1994-12-19,112,45,11
1994-12-20,137,50,17
1994-12-21,129,55,6
1994-12-22,121,52,13
1994-12-23,142,63,14
1994-12-24,133,62,9
1994-12-25,124,57,8
1994-12-26,150,58,11
1994-12-27,144,70,16
1994-12-28,122,50,5
1994-12-29,109,54,9
1994-12-30,128,52,9
1994-12-31,134,53,14
1995-01-01,135,65,12
1995-01-02,133,72,5
1995-01-03,144,76,8
1995-01-04,138,61,16
1995-01-05,148,71,7
1995-01-06,126,53,10
1995-01-07,176,79,12
1995-01-08,148,70,8
1995-01-09,129,54,8
1995-01-10,156,83,11
1995-01-11,152,61,25
1995-01-12,134,66,14
1995-01-13,146,65,9
1995-01-14,141,60,10
1995-01-15,116,51,13
1995-01-16,131,57,10
1995-01-17,121,48,12
1995-01-18,128,52,17
1995-01-19,156,76,16
1995-01-20,137,56,8
1995-01-21,122,50,14
1995-01-22,118,62,8
1995-01-23,135,53,16
1995-01-24,124,53,13
1995-01-25,142,61,14
1995-01-26,114,48,11
1995-01-27,134,60,13
1995-01-28,152,78,12
1995-01-29,150,70,19
1995-01-30,152,73,16
1995-01-31,143,68,19
1995-02-01,134,61,16
1995-02-02,133,48,8
1995-02-03,145,66,13
1995-02-04,133,62,20
1995-02-05,144,48,18
1995-02-06,154,71,15
1995-02-07,144,61,18
1995-02-08,126,53,16
1995-02-09,152,75,12
1995-02-10,142,58,12
1995-02-11,162,63,17
1995-02-12,128,53,14
1995-02-13,152,76,10
1995-02-14,133,60,12
1995-02-15,145,51,20
1995-02-16,132,60,12
1995-02-17,144,71,16
1995-02-18,130,62,3
1995-02-19,121,50,18
1995-02-20,144,69,16
1995-02-21,126,56,12
1995-02-22,111,43,7
1995-02-23,132,56,10
1995-02-24,129,61,13
1995-02-25,118,57,13
1995-02-26,127,66,14
1995-02-27,119,48,12
1995-02-28,136,58,14
1995-03-01,141,54,17
1995-03-02,124,57,12
1995-03-03,137,63,13
1995-03-04,124,60,7
1995-03-05,124,55,11
1995-03-06,134,60,18
1995-03-07,118,56,16
1995-03-08,143,68,11
1995-03-09,121,55,9
1995-03-10,118,57,11
1995-03-11,114,50,6
1995-03-12,120,49,14
1995-03-13,132,62,11
1995-03-14,117,57,11
1995-03-15,89,30,13
1995-03-16,125,49,15
1995-03-17,120,55,12
1995-03-18,137,65,14
1995-03-19,119,55,8
1995-03-20,127,53,12
1995-03-21,104,41,11
1995-03-22,107,39,9
1995-03-23,120,47,9
1995-03-24,131,66,10
1995-03-25,119,51,10
1995-03-26,114,49,10
1995-03-27,135,67,11
1995-03-28,123,59,10
1995-03-29,134,57,11
1995-03-30,118,49,13
1995-03-31,106,48,7
1995-04-01,111,45,12
1995-04-02,113,56,6
1995-04-03,122,49,4
1995-04-04,109,48,11
1995-04-05,100,42,8
1995-04-06,113,50,13
1995-04-07,107,42,6
1995-04-08,124,55,13
1995-04-09,106,48,13
1995-04-10,122,53,13
1995-04-11,129,53,9
1995-04-12,113,52,6
1995-04-13,119,60,7
1995-04-14,109,45,10
1995-04-15,110,48,6
1995-04-16,108,45,13
1995-04-17,112,51,11
1995-04-18,120,55,9
1995-04-19,136,60,7
1995-04-20,114,52,10
1995-04-21,103,49,7
1995-04-22,129,61,5
1995-04-23,118,55,11
1995-04-24,121,48,12
1995-04-25,118,48,9
1995-04-26,105,50,9
1995-04-27,126,51,10
1995-04-28,108,51,9
1995-04-29,109,45,7
1995-04-30,113,52,6
1995-05-01,122,46,15
1995-05-02,101,41,12
1995-05-03,99,42,6
1995-05-04,109,37,9
1995-05-05,136,54,17
1995-05-06,91,36,9
1995-05-07,116,49,11
1995-05-08,107,42,8
1995-05-09,118,48,9
1995-05-10,114,57,9
1995-05-11,105,45,8
1995-05-12,129,49,10
1995-05-13,115,55,10
1995-05-14,114,53,16
1995-05-15,125,49,8
1995-05-16,119,48,11
1995-05-17,106,40,10
1995-05-18,110,56,6
1995-05-19,117,57,7
1995-05-20,115,47,10
1995-05-21,94,44,10
1995-05-22,115,40,15
1995-05-23,95,45,15
1995-05-24,109,46,6
1995-05-25,111,50,9
1995-05-26,118,55,10
1995-05-27,136,48,9
1995-05-28,99,44,4
1995-05-29,99,49,8
1995-05-30,129,51,15
1995-05-31,108,47,3
1995-06-01,109,56,6
1995-06-02,127,53,10
1995-06-03,95,35,7
1995-06-04,117,56,4
1995-06-05,128,52,6
1995-06-06,118,43,11
1995-06-07,131,56,16
1995-06-08,98,48,8
1995-06-09,104,42,13
1995-06-10,103,43,6
1995-06-11,114,55,7
1995-06-12,106,45,8
1995-06-13,117,41,9
1995-06-14,123,50,5
1995-06-15,102,46,6
1995-06-16,136,64,9
1995-06-17,93,40,5
1995-06-18,130,59,7
1995-06-19,120,49,6
1995-06-20,116,49,8
1995-06-21,121,51,11
1995-06-22,118,55,10
1995-06-23,113,49,3
1995-06-24,113,42,11
1995-06-25,114,45,10
1995-06-26,103,46,5
1995-06-27,107,52,6
1995-06-28,118,47,6
1995-06-29,114,50,6
1995-06-30,111,54,10
1995-07-01,109,52,4
1995-07-02,103,49,4
1995-07-03,112,51,10
1995-07-04,102,41,14
1995-07-05,119,44,12
1995-07-06,102,46,8
1995-07-07,107,41,7
1995-07-08,112,43,6
1995-07-09,97,45,4
1995-07-10,122,49,6
1995-07-11,119,37,12
1995-07-12,116,51,7
1995-07-13,121,42,10
1995-07-14,226,137,15
1995-07-15,411,312,15
1995-07-16,287,209,15
1995-07-17,228,144,16
1995-07-18,159,100,11
1995-07-19,142,69,9
1995-07-20,123,53,16
1995-07-21,102,43,10
1995-07-22,94,49,3
1995-07-23,109,52,4
1995-07-24,107,59,6
1995-07-25,112,48,6
1995-07-26,103,42,7
1995-07-27,120,52,4
1995-07-28,97,41,7
1995-07-29,115,43,14
1995-07-30,100,44,7
1995-07-31,124,64,12
1995-08-01,97,42,4
1995-08-02,85,33,2
1995-08-03,102,42,2
1995-08-04,95,32,8
1995-08-05,100,34,6
1995-08-06,90,39,10
1995-08-07,104,56,5
1995-08-08,125,39,13
1995-08-09,113,40,8
1995-08-10,107,42,13
1995-08-11,109,38,11
1995-08-12,112,48,10
1995-08-13,125,58,8
1995-08-14,122,52,8
1995-08-15,140,59,13
1995-08-16,104,49,11
1995-08-17,112,51,7
1995-08-18,113,44,13
1995-08-19,99,46,7
1995-08-20,93,43,3
1995-08-21,81,39,2
1995-08-22,104,42,8
1995-08-23,134,48,12
1995-08-24,98,40,10
1995-08-25,106,36,12
1995-08-26,110,49,11
1995-08-27,126,50,12
1995-08-28,102,43,5
1995-08-29,102,32,13
1995-08-30,106,44,4
1995-08-31,111,34,10
1995-09-01,104,46,5
1995-09-02,125,57,8
1995-09-03,104,36,9
1995-09-04,94,39,2
1995-09-05,111,43,10
1995-09-06,110,51,9
1995-09-07,117,50,8
1995-09-08,103,51,11
1995-09-09,106,46,6
1995-09-10,104,42,7
1995-09-11,108,41,8
1995-09-12,102,45,5
1995-09-13,122,48,10
1995-09-14,125,45,8
1995-09-15,94,36,4
1995-09-16,104,45,6
1995-09-17,107,37,11
1995-09-18,90,43,5
1995-09-19,118,49,8
1995-09-20,112,39,9
1995-09-21,103,43,12
1995-09-22,102,48,10
1995-09-23,95,44,5
1995-09-24,128,56,8
1995-09-25,114,49,12
1995-09-26,116,57,3
1995-09-27,126,52,9
1995-09-28,104,33,13
1995-09-29,109,46,10
1995-09-30,130,56,10
1995-10-01,112,45,9
1995-10-02,108,38,8
1995-10-03,111,56,14
1995-10-04,106,48,8
1995-10-05,95,40,10
1995-10-06,105,51,8
1995-10-07,122,53,12
1995-10-08,98,49,6
1995-10-09,96,48,4
1995-10-10,101,49,8
1995-10-11,99,45,10
1995-10-12,118,54,8
1995-10-13,131,62,13
1995-10-14,115,47,4
1995-10-15,98,43,10
1995-10-16,116,43,10
1995-10-17,120,59,8
1995-10-18,113,49,5
1995-10-19,112,45,6
1995-10-20,105,38,13
1995-10-21,110,39,8
1995-10-22,102,47,10
1995-10-23,110,54,9
1995-10-24,112,54,8
1995-10-25,93,40,12
1995-10-26,118,50,14
1995-10-27,118,51,13
1995-10-28,94,38,4
1995-10-29,92,40,6
1995-10-30,80,42,4
1995-10-31,105,46,11
1995-11-01,135,59,8
